2025-09-25 13:53:52.735 | INFO     | logger:success:103 | system | none - SUCCESS: Diretório de dados criado ou verificado com sucesso: D:\GithubGit\MeuPortfolio\plataforma_rifas\data
2025-09-25 13:53:54.986 | INFO     | logger:info:99 | system | none - Aplicação iniciada
2025-09-25 13:53:54.996 | INFO     | logger:success:103 | system | none - SUCCESS: Tabelas e índices criados ou verificados com sucesso.
2025-09-25 13:53:54.997 | INFO     | logger:success:103 | system | none - SUCCESS: Conexão com banco de dados estabelecida com sucesso.
2025-09-25 13:53:55.013 | INFO     | modules.db_data_manager:migrate_from_json:109 | system | none - Migração JSON→SQLite concluída.
2025-09-25 13:53:55.013 | INFO     | logger:success:103 | system | none - SUCCESS: Migração JSON→SQLite executada com sucesso
2025-09-25 13:53:55.445 | INFO     | logger:success:103 | system | none - SUCCESS: Tabelas e índices criados ou verificados com sucesso.
2025-09-25 13:53:55.446 | INFO     | logger:success:103 | system | none - SUCCESS: Conexão com banco de dados estabelecida com sucesso.
2025-09-25 13:53:55.450 | INFO     | logger:info:99 | system | none - Nenhuma rifa selecionada, aplicação pausada
2025-09-25 13:54:10.953 | INFO     | logger:info:99 | system | none - Aplicação iniciada
2025-09-25 13:54:10.959 | INFO     | logger:success:103 | system | none - SUCCESS: Tabelas e índices criados ou verificados com sucesso.
2025-09-25 13:54:10.960 | INFO     | logger:success:103 | system | none - SUCCESS: Conexão com banco de dados estabelecida com sucesso.
2025-09-25 13:54:10.972 | INFO     | modules.db_data_manager:migrate_from_json:109 | system | none - Migração JSON→SQLite concluída.
2025-09-25 13:54:10.973 | INFO     | logger:success:103 | system | none - SUCCESS: Migração JSON→SQLite executada com sucesso
2025-09-25 13:54:10.993 | INFO     | logger:success:103 | system | none - SUCCESS: Tabelas e índices criados ou verificados com sucesso.
2025-09-25 13:54:10.994 | INFO     | logger:success:103 | system | none - SUCCESS: Conexão com banco de dados estabelecida com sucesso.
2025-09-25 13:54:11.003 | INFO     | logger:info:99 | system | none - Nenhuma rifa selecionada, aplicação pausada
2025-09-25 13:54:13.814 | INFO     | logger:info:99 | system | none - Aplicação iniciada
